failed_logins,packet_rate,session_time,label
7,1823,570.09,1
10,1562,490.1,1
1,530,114.87,0
13,1834,530.12,1
0,189,273.22,0
0,586,229.79,0
0,257,265.37,0
2,379,252.42,0
3,440,256.29,0
0,578,236.68,0
0,175,35.5,0
0,215,244.39,0
5,847,407.04,1
0,310,208.53,0
1,130,210.83,0
0,329,149.98,0
14,1679,431.31,1
0,151,264.34,0
6,880,530.11,1
8,1755,8.36,1
0,109,127.26,0
9,1629,519.17,1
0,141,238.73,0
0,515,67.7,0
5,1029,593.85,1
0,527,269.82,0
1,221,274.86,0
1,403,71.77,0
1,390,161.14,0
0,181,88.8,0
1,122,88.67,0
1,118,209.51,0
2,455,127.69,0
7,1786,4.8,1
11,1188,5.22,1
0,589,283.1,0
3,537,145.87,0
2,219,243.87,0
2,496,137.06,0
0,98,281.1,0
2,165,172.07,0
2,575,69.65,0
12,1511,506.08,1
5,1758,409.76,1
1,460,219.48,0
1,266,292.0,0
8,1500,6.44,1
7,1228,575.13,1
0,590,261.77,0
1,259,222.21,0
0,399,106.51,0
11,1959,5.88,1
1,362,51.07,0
0,357,82.23,0
0,570,194.92,0
0,178,221.93,0
0,373,223.85,0
15,1887,437.32,1
1,254,281.47,0
1,490,251.4,0
3,401,225.82,0
7,1777,9.26,1
14,1314,5.01,1
5,1401,573.52,1
1,149,35.04,0
9,1453,574.92,1
2,111,48.13,0
9,1847,463.41,1
3,467,147.62,0
0,450,273.17,0
0,400,217.69,0
0,295,213.47,0
3,405,260.97,0
11,836,9.93,1
1,357,273.18,0
11,1737,5.5,1
2,560,37.51,0
12,1019,431.71,1
4,908,5.87,1
6,1364,7.35,1
0,313,67.2,0
0,470,63.94,0
0,562,270.93,0
3,291,231.05,0
0,598,240.6,0
4,1758,5.61,1
0,394,255.28,0
0,413,65.54,0
13,1643,1.67,1
0,570,44.01,0
1,481,279.09,0
5,1725,524.8,1
0,596,237.59,0
11,1023,560.73,1
0,137,230.41,0
0,478,244.98,0
14,1544,592.2,1
5,1276,8.1,1
0,339,293.49,0
0,130,237.63,0
13,1388,6.18,1
4,1559,3.01,1
0,223,293.9,0
14,2003,534.71,1
14,807,5.98,1
0,345,261.6,0
3,553,207.11,0
0,362,39.97,0
1,454,238.4,0
3,300,294.11,0
0,248,39.81,0
13,1687,408.87,1
7,1947,7.87,1
15,921,583.88,1
0,338,28.9,0
2,348,139.55,0
0,552,218.05,0
10,1366,458.72,1
6,1681,481.53,1
14,938,402.83,1
0,145,285.77,0
0,520,254.38,0
3,471,217.5,0
15,1399,1.66,1
14,1270,541.97,1
11,1762,520.73,1
0,126,292.97,0
1,168,191.87,0
3,597,279.28,0
0,160,58.01,0
0,398,113.54,0
0,455,224.15,0
0,303,218.51,0
1,105,267.16,0
11,1800,588.56,1
2,162,91.41,0
11,817,3.3,1
0,403,105.34,0
2,561,222.5,0
1,427,164.41,0
1,250,141.33,0
8,943,5.35,1
0,193,201.06,0
10,1443,3.09,1
0,538,193.54,0
2,94,107.48,0
12,1776,442.8,1
1,105,105.67,0
0,336,156.18,0
2,441,211.28,0
8,1396,450.32,1
1,330,263.03,0
1,452,197.42,0
1,309,106.74,0
0,525,290.42,0
15,1727,535.05,1
15,1336,451.76,1
2,223,66.24,0
0,155,31.57,0
7,1218,8.83,1
7,1479,407.25,1
5,1569,7.0,1
3,592,52.69,0
1,383,74.07,0
1,259,259.87,0
1,161,225.42,0
0,258,59.75,0
15,1176,565.33,1
2,442,45.91,0
1,231,145.65,0
12,1297,462.13,1
7,1706,4.01,1
0,545,65.05,0
9,1003,7.91,1
1,367,244.67,0
2,464,154.54,0
1,175,69.07,0
10,1185,1.79,1
2,307,65.42,0
13,821,425.54,1
0,549,113.83,0
3,195,227.68,0
1,523,233.72,0
2,228,147.48,0
8,1229,480.35,1
1,355,165.01,0
2,361,210.86,0
0,556,43.74,0
2,484,190.86,0
10,1983,1.7,1
0,393,180.08,0
3,213,65.44,0
2,591,183.35,0
13,843,405.14,1
0,415,140.59,0
0,473,189.95,0
0,448,141.02,0
0,400,255.35,0
0,273,36.04,0
13,1281,4.05,1
3,422,102.66,0
1,250,71.7,0
0,129,254.0,0
1,309,243.41,0
13,1939,527.02,1
9,1902,7.09,1
2,563,282.75,0
6,1203,9.62,1
2,416,223.64,0
0,406,217.75,0
1,259,249.38,0
1,185,202.75,0
2,159,273.48,0
4,925,6.43,1
10,1202,7.9,1
9,1932,444.68,1
14,1556,484.58,1
7,1536,5.92,1
1,394,266.54,0
0,546,93.73,0
0,570,80.17,0
3,176,253.17,0
8,960,1.4,1
0,202,218.71,0
15,1009,473.53,1
2,532,177.98,0
15,1160,414.68,1
8,1288,411.6,1
5,1520,4.78,1
0,416,273.03,0
3,278,141.22,0
1,397,183.56,0
0,462,245.46,0
1,119,253.98,0
2,509,265.82,0
0,232,143.11,0
14,1993,500.8,1
9,1408,592.04,1
12,1153,1.56,1
1,431,47.78,0
1,445,251.04,0
0,331,127.28,0
2,542,225.21,0
3,341,217.47,0
2,178,242.14,0
0,418,148.3,0
0,287,109.83,0
6,1516,8.93,1
4,986,568.57,1
1,234,59.85,0
2,260,90.72,0
0,189,254.88,0
1,117,166.39,0
3,593,266.19,0
0,446,216.78,0
0,103,190.19,0
2,204,74.81,0
10,1618,2.19,1
3,420,122.22,0
11,1768,518.09,1
1,487,141.37,0
1,328,33.25,0
13,1861,587.69,1
2,186,116.29,0
0,353,135.46,0
2,224,283.48,0
9,1392,8.37,1
6,1377,7.59,1
14,1406,3.69,1
3,379,150.04,0
3,472,105.99,0
0,536,205.0,0
0,469,239.88,0
2,283,30.44,0
15,1161,8.73,1
0,183,192.59,0
1,543,285.87,0
0,599,206.76,0
3,436,144.78,0
1,517,64.17,0
1,408,237.98,0
1,258,74.94,0
1,366,37.34,0
9,1335,499.13,1
0,223,137.73,0
2,102,130.76,0
2,504,282.77,0
10,792,496.63,1
7,1083,6.2,1
0,465,213.65,0
2,319,292.66,0
2,521,202.32,0
0,317,89.27,0
3,249,34.36,0
1,359,193.16,0
0,348,52.72,0
3,113,220.79,0
13,1902,1.15,1
0,479,215.83,0
0,143,273.86,0
1,255,211.43,0
0,256,152.94,0
3,466,184.91,0
2,103,71.26,0
1,312,125.57,0
2,511,34.94,0
0,459,80.97,0
0,165,41.09,0
2,327,233.45,0
2,114,70.27,0
7,1683,8.28,1
12,1422,586.17,1
2,423,40.26,0
0,223,277.91,0
0,550,142.01,0
2,389,34.78,0
2,271,112.62,0
1,128,141.27,0
0,96,237.87,0
0,256,45.16,0
11,840,464.51,1
0,463,156.07,0
3,190,100.7,0
1,259,84.0,0
3,576,87.09,0
3,485,207.56,0
3,451,194.58,0
1,119,39.46,0
1,196,137.97,0
3,158,138.77,0
4,1085,580.28,1
1,564,276.43,0
3,375,182.82,0
11,1754,515.23,1
0,162,103.94,0
0,298,271.62,0
2,431,104.1,0
7,1871,565.48,1
3,453,150.46,0
1,370,48.46,0
1,153,247.76,0
0,566,30.5,0
10,1494,443.82,1
7,1770,573.37,1
4,1615,8.72,1
5,1331,545.82,1
2,341,107.34,0
10,1420,412.02,1
2,293,112.11,0
0,116,62.77,0
2,571,29.27,0
2,561,250.88,0
0,552,281.2,0
0,593,170.87,0
7,831,4.84,1
0,170,192.58,0
0,602,42.39,0
0,137,66.62,0
8,1824,5.38,1
1,594,174.0,0
6,1435,1.02,1
2,409,204.7,0
0,555,231.0,0
0,411,171.13,0
6,819,433.87,1
3,212,50.19,0
13,1672,484.64,1
0,351,267.96,0
2,578,194.45,0
9,1515,531.94,1
7,1549,2.08,1
0,549,81.47,0
10,1351,2.85,1
10,1431,446.88,1
1,305,176.87,0
6,814,552.41,1
0,375,78.75,0
0,410,263.3,0
3,328,117.09,0
1,183,144.15,0
6,1582,515.08,1
0,475,174.56,0
0,554,198.25,0
1,597,114.65,0
2,456,30.46,0
2,272,167.9,0
0,421,86.01,0
7,940,457.44,1
1,349,266.23,0
0,529,55.1,0
2,536,246.57,0
14,795,583.68,1
10,1983,7.76,1
2,476,151.09,0
3,362,62.13,0
3,389,115.54,0
1,243,54.55,0
2,167,218.0,0
1,254,163.22,0
2,557,149.52,0
0,482,225.17,0
3,268,43.02,0
1,222,115.36,0
2,507,272.88,0
1,238,286.28,0
1,173,84.53,0
7,1896,446.66,1
0,572,222.9,0
1,394,131.19,0
3,234,102.95,0
0,372,116.75,0
12,1085,490.24,1
13,1710,540.88,1
6,1611,9.68,1
12,1041,519.91,1
9,1964,513.03,1
2,290,286.63,0
1,324,243.77,0
10,1546,423.11,1
2,291,45.67,0
2,339,224.36,0
14,1822,8.87,1
0,474,231.43,0
11,1288,500.17,1
9,1441,558.34,1
0,284,85.22,0
3,143,175.69,0
2,216,214.9,0
7,1285,466.54,1
1,258,146.02,0
0,462,240.98,0
0,444,187.41,0
1,202,249.74,0
1,469,288.62,0
14,1252,492.26,1
0,590,37.35,0
14,1787,9.87,1
1,458,251.83,0
7,1077,9.59,1
13,1506,492.21,1
1,424,151.62,0
0,157,237.38,0
6,1793,9.21,1
2,281,185.7,0
11,1776,563.6,1
0,326,131.09,0
2,165,241.68,0
1,401,119.31,0
9,1789,510.89,1
2,224,279.95,0
1,146,112.0,0
1,448,297.17,0
1,340,266.52,0
0,400,288.31,0
2,406,80.29,0
12,841,7.76,1
1,200,258.54,0
1,171,205.16,0
1,299,113.85,0
1,425,237.76,0
4,1190,512.75,1
7,1055,436.03,1
2,601,225.92,0
2,229,236.81,0
0,526,197.31,0
2,479,141.26,0
1,482,273.47,0
1,571,94.69,0
2,565,239.47,0
2,387,31.67,0
0,101,58.05,0
5,875,5.98,1
2,184,281.56,0
1,104,219.27,0
1,132,250.68,0
12,1367,4.24,1
0,421,189.11,0
0,414,144.57,0
6,989,7.72,1
1,324,168.38,0
0,510,54.16,0
0,490,217.76,0
3,202,264.77,0
0,322,221.69,0
0,132,295.02,0
3,208,250.68,0
1,157,248.19,0
3,507,262.42,0
1,206,87.02,0
2,119,101.22,0
10,1276,8.32,1
0,185,269.08,0
0,441,270.17,0
2,571,148.3,0
2,528,113.27,0
3,224,49.26,0
2,213,176.25,0
7,825,484.82,1
1,248,227.86,0
1,570,257.88,0
1,412,215.61,0
14,1697,553.21,1
2,296,293.12,0
3,519,140.18,0
0,129,90.44,0
9,1425,428.25,1
0,337,90.49,0
2,503,186.54,0
6,1905,597.44,1
0,109,256.69,0
11,968,495.15,1
2,388,257.96,0
4,1349,1.92,1
11,1209,5.58,1
7,823,7.25,1
7,1357,9.32,1
2,421,140.93,0
0,201,44.2,0
0,453,81.67,0
2,493,67.88,0
1,336,125.16,0
3,211,81.99,0
10,1635,2.29,1
1,424,230.98,0
3,432,237.55,0
13,1470,2.91,1
0,221,147.33,0
11,839,471.81,1
8,865,504.91,1
9,1035,6.7,1
1,146,133.84,0
0,473,188.42,0
0,191,209.91,0
2,494,134.59,0
1,569,84.85,0
2,397,64.87,0
3,435,214.4,0
0,106,43.26,0
0,199,249.18,0
0,432,167.3,0
1,172,106.01,0
3,224,109.92,0
0,417,86.09,0
2,547,86.9,0
1,352,274.57,0
0,386,35.36,0
9,1230,589.61,1
0,333,115.18,0
2,421,123.67,0
11,1483,524.78,1
2,121,223.14,0
2,330,257.61,0
0,280,85.44,0
14,1267,8.86,1
1,544,86.49,0
1,321,173.51,0
3,323,102.92,0
2,105,126.77,0
2,441,275.69,0
0,504,78.51,0
5,1587,9.94,1
14,1934,503.88,1
2,230,128.17,0
0,307,120.37,0
2,252,260.41,0
0,383,183.7,0
0,426,191.97,0
0,169,89.4,0
1,480,34.71,0
0,264,51.61,0
13,1732,513.03,1
1,149,234.62,0
6,1148,2.16,1
4,1234,538.15,1
0,405,252.62,0
1,277,253.82,0
1,235,141.01,0
12,1433,408.59,1
2,114,102.65,0
5,1484,552.63,1
2,556,63.28,0
3,364,204.68,0
1,174,58.73,0
14,851,471.33,1
9,1620,2.77,1
1,201,197.29,0
2,237,282.66,0
0,521,227.76,0
13,1126,2.85,1
0,143,41.7,0
10,1237,418.85,1
0,435,270.69,0
0,424,289.13,0
0,504,126.48,0
8,1713,451.21,1
1,461,245.97,0
0,375,43.75,0
0,162,89.29,0
1,217,231.85,0
9,815,2.99,1
12,1446,6.75,1
7,1444,1.15,1
14,1286,8.52,1
12,1608,7.73,1
10,926,544.69,1
2,209,289.35,0
0,184,259.71,0
14,1279,8.12,1
6,1190,474.66,1
14,1460,4.37,1
1,408,175.45,0
13,859,1.38,1
11,1475,8.51,1
0,276,73.38,0
1,215,156.04,0
2,457,286.07,0
3,349,189.98,0
0,417,225.2,0
7,1294,1.84,1
0,186,185.1,0
4,1216,5.49,1
12,1886,541.21,1
3,527,167.62,0
10,934,559.58,1
2,286,208.17,0
1,382,225.25,0
0,113,134.86,0
5,1942,526.71,1
1,134,103.05,0
0,595,272.75,0
3,113,238.07,0
1,327,275.18,0
3,396,67.13,0
1,244,167.06,0
1,559,94.53,0
0,550,267.88,0
1,413,250.13,0
2,180,40.84,0
1,327,205.03,0
3,287,179.43,0
0,557,128.84,0
4,1562,426.85,1
2,330,297.76,0
1,475,113.54,0
0,428,253.48,0
11,1843,8.56,1
0,576,173.94,0
10,1773,1.87,1
6,1233,415.89,1
3,154,234.28,0
0,526,39.98,0
0,542,287.1,0
2,337,49.86,0
10,1548,3.74,1
0,316,228.58,0
9,986,473.56,1
11,1846,7.14,1
2,197,136.14,0
8,1408,541.53,1
10,847,578.58,1
0,451,213.3,0
0,252,103.54,0
0,96,66.89,0
3,365,129.72,0
1,437,123.46,0
0,452,280.86,0
2,446,158.73,0
11,1804,474.03,1
10,1202,1.04,1
2,252,146.67,0
2,229,127.06,0
0,261,137.18,0
0,493,79.87,0
0,345,125.52,0
1,107,184.02,0
8,1976,7.25,1
3,312,146.53,0
0,373,163.25,0
3,358,170.67,0
1,182,271.66,0
2,223,176.71,0
11,1843,8.43,1
7,1980,3.49,1
1,458,289.33,0
9,1872,7.71,1
1,535,225.0,0
0,539,146.47,0
11,1609,532.32,1
9,1610,592.41,1
9,1899,4.39,1
9,1943,598.43,1
2,278,170.03,0
0,570,265.08,0
4,1757,2.97,1
8,1834,418.16,1
5,1015,579.66,1
2,526,208.99,0
0,301,99.79,0
0,165,58.47,0
0,272,139.92,0
3,239,233.18,0
0,508,267.94,0
6,1974,3.87,1
0,221,115.57,0
1,400,147.3,0
2,186,280.65,0
2,416,252.71,0
3,261,113.98,0
5,874,9.83,1
1,383,180.05,0
14,1922,4.55,1
7,1557,562.29,1
0,318,224.95,0
6,1215,465.01,1
0,139,190.08,0
2,100,277.08,0
0,370,175.06,0
15,1059,539.35,1
11,1923,562.74,1
12,1320,445.54,1
0,361,180.43,0
9,999,524.64,1
0,107,253.48,0
2,481,294.88,0
0,190,44.44,0
13,1420,3.61,1
15,1771,569.98,1
0,354,223.57,0
3,263,217.23,0
1,580,254.41,0
11,984,7.41,1
12,1063,570.17,1
2,405,162.59,0
5,1058,2.85,1
1,602,62.86,0
13,1364,6.64,1
15,1114,409.28,1
0,556,229.01,0
0,279,111.28,0
1,379,196.02,0
2,434,61.33,0
1,393,148.26,0
1,444,155.48,0
2,331,136.2,0
14,1127,478.28,1
0,386,268.19,0
2,260,216.21,0
0,348,192.07,0
10,1172,8.8,1
8,1818,519.07,1
3,455,153.55,0
0,250,118.37,0
2,160,272.35,0
0,283,137.5,0
11,1631,573.64,1
4,1835,450.53,1
6,1722,591.79,1
8,898,7.52,1
10,1768,552.84,1
0,341,56.78,0
1,244,189.46,0
1,259,62.05,0
0,506,233.77,0
11,1382,4.88,1
1,204,119.61,0
0,460,71.44,0
14,1115,495.2,1
1,560,155.53,0
5,1031,2.15,1
14,1092,4.03,1
1,505,197.53,0
3,175,286.57,0
2,530,254.52,0
1,265,294.69,0
0,411,128.76,0
3,381,61.59,0
0,260,51.32,0
12,1725,419.44,1
12,1430,493.54,1
7,1646,4.54,1
7,1747,487.57,1
10,996,4.27,1
1,277,185.71,0
10,1676,8.59,1
2,356,57.27,0
12,1917,2.91,1
2,306,112.42,0
1,102,181.6,0
13,1305,8.14,1
2,168,31.37,0
0,570,104.3,0
1,517,117.43,0
3,496,100.84,0
0,481,223.95,0
5,1245,9.76,1
8,1818,7.13,1
2,293,194.23,0
4,1549,7.43,1
0,498,206.36,0
1,255,219.77,0
1,547,218.51,0
3,200,80.21,0
8,1465,434.17,1
0,462,153.28,0
0,309,182.3,0
3,323,86.69,0
4,1672,594.28,1
0,315,174.85,0
14,1077,554.8,1
6,1361,5.59,1
1,356,218.18,0
12,1237,3.08,1
14,1405,4.24,1
0,447,94.13,0
0,233,246.73,0
0,560,256.28,0
0,491,174.57,0
6,856,9.44,1
0,459,185.81,0
0,375,297.17,0
2,115,155.53,0
0,120,225.83,0
3,437,109.16,0
0,388,95.05,0
10,1163,7.89,1
14,1261,598.26,1
8,1327,492.77,1
11,1683,7.04,1
3,145,204.38,0
3,229,219.19,0
3,594,46.11,0
10,1796,1.12,1
0,515,81.91,0
1,186,176.92,0
5,823,404.87,1
0,548,207.72,0
2,470,45.93,0
11,808,1.15,1
0,435,228.37,0
2,217,296.93,0
10,1453,8.16,1
9,1119,567.84,1
9,1319,416.72,1
1,419,216.28,0
0,339,265.5,0
0,384,87.89,0
3,373,38.58,0
11,968,515.52,1
8,1276,557.7,1
2,454,46.95,0
0,555,263.54,0
1,123,192.25,0
13,1863,7.58,1
0,427,46.13,0
2,259,63.97,0
1,142,97.01,0
6,1096,425.26,1
2,513,150.22,0
1,373,174.93,0
0,124,146.21,0
13,1368,411.94,1
2,260,83.13,0
12,1354,541.04,1
3,438,132.68,0
5,1541,403.35,1
1,334,151.31,0
2,155,224.07,0
0,225,113.88,0
5,1636,444.6,1
2,490,191.12,0
12,1544,6.53,1
11,1508,576.18,1
1,279,45.76,0
0,109,268.18,0
2,301,128.91,0
11,1477,6.01,1
2,500,93.85,0
14,1363,483.04,1
0,357,58.12,0
