failed_logins,packet_rate,session_time,label
1,504,116.0,0
9,1492,1.43,1
1,361,32.26,0
4,1225,6.81,1
0,198,126.15,0
2,100,31.54,0
0,453,101.56,0
1,245,194.48,0
2,473,96.01,0
0,582,44.95,0
1,288,51.59,0
14,1726,480.98,1
2,228,80.82,0
1,448,232.91,0
6,1806,445.64,1
2,106,43.37,0
0,491,50.24,0
3,301,87.62,0
3,140,157.36,0
2,419,96.87,0
3,571,266.84,0
12,1247,8.77,1
3,390,219.25,0
0,500,141.47,0
9,1716,3.71,1
0,583,86.25,0
0,214,293.3,0
8,1816,504.11,1
2,189,61.98,0
0,374,153.99,0
0,241,175.77,0
12,1186,450.21,1
1,159,179.79,0
2,552,292.39,0
0,169,281.06,0
1,306,180.48,0
0,327,271.47,0
7,1847,8.69,1
0,283,136.64,0
2,522,149.88,0
2,220,263.14,0
0,213,276.07,0
11,1477,430.77,1
0,177,62.06,0
3,335,160.19,0
3,120,199.61,0
2,297,175.0,0
0,494,104.02,0
1,330,224.77,0
1,169,111.83,0
0,208,241.87,0
1,301,211.07,0
2,362,297.18,0
14,1373,2.97,1
2,442,94.57,0
2,116,244.81,0
0,491,209.82,0
2,154,222.88,0
1,537,254.3,0
0,103,252.47,0
6,1084,1.2,1
0,155,123.36,0
2,517,119.17,0
0,224,215.39,0
2,308,92.86,0
10,1992,575.67,1
1,296,288.16,0
14,1742,7.03,1
0,232,161.28,0
0,300,195.48,0
3,278,183.21,0
0,463,169.24,0
0,138,273.95,0
0,415,141.91,0
2,173,296.18,0
8,1059,4.85,1
0,221,202.23,0
0,394,127.65,0
2,377,276.46,0
1,245,69.45,0
12,994,3.78,1
2,546,246.93,0
5,1632,6.74,1
1,357,55.35,0
0,203,111.04,0
1,257,167.67,0
14,1962,566.3,1
0,111,65.59,0
2,579,133.78,0
7,1571,459.86,1
0,508,173.94,0
0,497,206.72,0
0,437,100.49,0
0,134,232.49,0
10,907,2.56,1
2,585,209.57,0
3,289,294.47,0
5,1213,2.44,1
0,478,245.63,0
1,281,99.28,0
1,223,243.42,0
1,274,221.32,0
11,1371,486.6,1
7,795,503.74,1
0,294,253.62,0
7,1246,9.46,1
0,116,99.51,0
0,437,251.73,0
0,542,111.34,0
9,1856,9.11,1
2,275,141.45,0
3,382,158.39,0
7,1459,3.34,1
1,528,201.77,0
2,179,264.15,0
3,267,220.05,0
9,1075,1.76,1
8,1673,2.87,1
8,1530,3.61,1
1,442,293.72,0
2,492,286.19,0
4,1996,7.96,1
9,1582,488.47,1
3,581,94.46,0
1,270,67.19,0
3,164,157.58,0
0,293,203.39,0
2,254,232.84,0
2,353,274.0,0
8,1922,570.85,1
2,316,102.73,0
2,303,146.77,0
1,396,175.52,0
2,579,120.19,0
0,279,203.95,0
0,222,251.36,0
0,391,179.13,0
2,191,190.91,0
1,563,90.39,0
10,1845,594.2,1
13,1386,437.02,1
0,509,98.22,0
13,1502,3.53,1
3,221,283.59,0
3,368,150.83,0
1,186,212.03,0
14,1352,432.35,1
1,222,140.89,0
1,299,259.11,0
0,535,228.86,0
0,510,174.61,0
13,1467,4.68,1
6,1527,515.11,1
1,114,112.22,0
3,444,212.68,0
2,239,73.35,0
1,216,235.12,0
2,105,162.92,0
2,338,76.24,0
13,1265,529.23,1
2,135,176.88,0
0,154,79.19,0
0,522,58.97,0
2,471,282.67,0
0,285,269.62,0
2,339,120.84,0
14,1600,4.42,1
1,361,92.04,0
0,429,111.36,0
10,1607,485.56,1
12,1551,545.48,1
2,217,165.33,0
0,170,167.17,0
8,1083,598.83,1
8,1414,427.97,1
0,516,83.48,0
11,1196,562.07,1
3,577,256.05,0
0,329,142.16,0
15,1838,2.73,1
3,330,162.97,0
6,1835,5.64,1
2,177,70.46,0
1,150,191.23,0
3,203,260.43,0
0,340,30.83,0
1,365,41.89,0
10,1027,515.1,1
0,454,246.73,0
0,328,282.94,0
10,1610,497.92,1
0,436,171.55,0
0,341,103.82,0
5,932,9.68,1
10,1570,574.44,1
3,359,37.79,0
4,1011,472.02,1
10,1570,595.01,1
3,436,175.37,0
5,1891,4.51,1
9,838,574.67,1
0,456,137.08,0
9,1587,9.08,1
2,240,75.89,0
0,253,62.33,0
3,263,245.61,0
3,554,159.3,0
2,497,116.0,0
0,429,154.92,0
3,208,223.01,0
1,422,46.2,0
3,110,232.03,0
10,1303,1.94,1
5,1388,514.36,1
2,393,109.25,0
1,569,57.6,0
10,1131,491.56,1
12,1941,477.24,1
0,574,277.98,0
0,326,181.38,0
0,112,240.2,0
2,312,240.25,0
2,577,78.56,0
0,513,191.51,0
0,148,278.65,0
2,398,169.6,0
5,1487,516.09,1
1,555,250.57,0
1,149,261.69,0
12,1134,572.64,1
0,513,179.0,0
14,1041,3.23,1
9,1734,564.07,1
0,356,53.11,0
1,225,187.39,0
3,404,281.58,0
1,368,240.74,0
3,454,45.89,0
8,1470,3.37,1
0,403,32.51,0
0,226,141.53,0
2,196,75.48,0
0,157,274.11,0
4,1812,558.41,1
6,1895,446.91,1
1,478,188.8,0
1,283,292.29,0
0,444,117.55,0
2,453,153.99,0
0,350,73.44,0
2,101,140.86,0
9,1016,421.79,1
0,255,195.61,0
4,2017,521.79,1
10,1573,518.7,1
2,155,121.89,0
9,1538,4.95,1
2,182,34.33,0
13,1417,3.22,1
0,213,271.67,0
3,428,251.86,0
0,249,223.85,0
0,394,236.08,0
12,1542,3.91,1
11,1513,2.52,1
0,221,44.36,0
10,1283,1.26,1
1,225,133.23,0
2,201,102.71,0
0,169,74.34,0
3,452,109.4,0
12,982,1.07,1
9,1855,3.18,1
1,149,268.06,0
2,231,33.52,0
0,165,208.07,0
0,388,265.05,0
1,599,233.94,0
6,886,460.37,1
2,120,173.38,0
1,96,192.05,0
3,270,166.19,0
12,1440,6.11,1
8,1482,596.97,1
9,1474,3.32,1
2,158,128.53,0
6,1861,1.1,1
3,472,108.08,0
3,381,83.87,0
2,285,42.26,0
2,332,159.84,0
0,353,139.21,0
2,171,147.85,0
14,1227,8.32,1
0,122,120.58,0
10,977,418.55,1
4,1491,450.01,1
1,181,211.14,0
6,1383,1.83,1
0,342,276.83,0
15,1596,487.42,1
3,511,185.94,0
13,832,569.87,1
2,430,263.73,0
2,260,86.59,0
2,191,280.81,0
13,855,3.52,1
0,225,200.24,0
1,499,42.27,0
2,226,241.59,0
11,1004,9.57,1
1,528,271.39,0
0,211,118.9,0
6,1789,402.7,1
10,861,9.06,1
0,431,174.4,0
9,1597,1.63,1
0,167,128.53,0
3,470,266.04,0
15,870,7.49,1
0,538,146.93,0
14,1466,572.64,1
3,278,239.39,0
2,417,45.26,0
6,1874,6.56,1
2,580,110.3,0
7,844,449.07,1
4,1885,5.86,1
2,332,108.15,0
0,127,220.22,0
6,818,576.99,1
0,303,76.42,0
2,279,179.99,0
14,1568,2.38,1
2,448,242.56,0
14,1014,593.92,1
2,286,279.77,0
0,530,174.54,0
11,1926,447.22,1
0,117,78.79,0
1,327,108.44,0
1,512,195.63,0
15,1935,6.93,1
15,819,447.6,1
13,1574,8.22,1
2,486,164.9,0
0,310,239.25,0
7,1767,6.77,1
0,457,133.21,0
10,1692,4.77,1
7,1146,518.54,1
2,176,203.73,0
2,472,160.47,0
7,802,9.04,1
2,472,270.23,0
3,343,161.45,0
9,1832,7.3,1
1,141,172.89,0
2,98,111.73,0
1,469,53.87,0
0,492,72.95,0
8,1537,573.26,1
0,297,116.16,0
7,1596,541.95,1
2,337,230.73,0
0,383,134.38,0
2,263,89.86,0
2,113,232.0,0
2,551,41.57,0
7,856,8.85,1
15,1723,2.9,1
2,486,267.56,0
3,446,253.18,0
13,1917,5.12,1
7,1080,463.65,1
3,527,137.22,0
0,444,256.85,0
2,494,256.86,0
10,1988,3.61,1
0,326,117.47,0
2,201,68.96,0
3,167,42.47,0
0,370,196.63,0
2,362,250.17,0
11,1094,2.16,1
1,569,81.7,0
0,527,75.36,0
0,259,66.81,0
11,848,2.18,1
0,428,73.84,0
0,201,34.84,0
10,1121,4.95,1
2,557,217.57,0
2,466,40.28,0
0,150,82.75,0
12,1467,556.57,1
11,1062,545.8,1
0,461,249.62,0
6,1133,2.65,1
2,430,225.62,0
1,123,37.98,0
1,547,189.24,0
2,511,291.56,0
2,287,263.46,0
1,97,199.86,0
2,485,144.78,0
14,1075,588.86,1
3,240,72.56,0
0,473,85.14,0
1,316,133.22,0
1,560,149.52,0
0,307,159.93,0
2,533,100.19,0
8,830,4.68,1
1,163,54.22,0
14,1003,4.83,1
3,456,161.75,0
6,1986,9.15,1
2,371,258.12,0
1,295,180.41,0
0,332,165.5,0
0,211,113.02,0
0,256,111.88,0
6,1167,421.68,1
4,1333,559.16,1
6,1304,489.86,1
1,277,145.13,0
1,392,95.6,0
0,121,260.2,0
1,289,132.95,0
2,364,104.19,0
3,314,221.32,0
2,175,162.36,0
1,92,280.98,0
2,578,32.67,0
2,277,136.78,0
1,111,161.62,0
0,545,147.55,0
1,283,85.22,0
0,314,202.75,0
0,166,227.54,0
0,212,225.5,0
0,330,92.92,0
0,593,98.17,0
2,99,264.01,0
10,902,471.07,1
9,1383,465.2,1
10,1625,4.55,1
2,411,279.59,0
2,564,135.3,0
1,190,154.75,0
5,1883,513.87,1
0,335,138.63,0
1,579,262.31,0
0,107,273.81,0
2,417,103.4,0
2,512,219.87,0
5,878,7.41,1
2,449,133.82,0
6,1710,6.53,1
0,321,215.92,0
8,1018,5.23,1
1,583,74.52,0
3,595,192.82,0
2,584,145.53,0
0,470,91.18,0
14,1899,458.86,1
2,161,180.73,0
8,1313,7.4,1
2,170,75.94,0
2,584,281.59,0
2,140,67.43,0
13,1540,7.91,1
0,475,35.07,0
3,442,123.31,0
10,1483,532.78,1
2,476,241.26,0
3,275,202.08,0
0,413,130.77,0
7,800,491.51,1
0,570,139.54,0
3,322,122.55,0
0,526,96.57,0
8,1225,412.37,1
0,551,130.11,0
11,1907,542.18,1
0,151,155.54,0
0,420,93.49,0
7,1686,560.43,1
2,464,125.87,0
13,1774,498.45,1
1,497,280.15,0
0,178,154.09,0
3,298,204.16,0
2,473,113.76,0
5,1629,3.61,1
0,286,239.75,0
0,151,230.26,0
3,222,242.74,0
1,454,186.5,0
2,527,207.46,0
2,557,48.4,0
7,1856,419.14,1
1,277,246.48,0
2,311,106.28,0
2,189,264.89,0
9,1656,9.38,1
1,587,84.16,0
2,458,238.67,0
0,497,33.28,0
14,1946,467.09,1
0,513,103.51,0
1,296,194.23,0
3,192,180.66,0
2,392,66.92,0
2,367,182.19,0
7,1648,565.11,1
0,572,113.08,0
14,890,7.25,1
0,554,136.31,0
7,1046,550.27,1
1,388,156.47,0
14,1367,3.24,1
9,995,448.01,1
3,303,80.05,0
1,157,107.86,0
0,594,248.66,0
3,380,189.07,0
3,181,294.65,0
2,252,292.89,0
9,1402,8.75,1
7,1592,8.94,1
8,1562,475.59,1
2,107,271.7,0
0,307,239.96,0
2,235,91.81,0
2,294,177.64,0
1,285,160.78,0
2,173,90.47,0
1,322,124.87,0
1,176,160.68,0
2,420,81.72,0
1,526,168.16,0
0,444,126.09,0
0,543,233.92,0
9,1958,6.09,1
3,489,178.71,0
0,376,277.14,0
0,251,196.46,0
1,463,91.85,0
14,1782,3.24,1
1,432,235.22,0
3,463,255.04,0
12,838,1.52,1
11,1154,563.03,1
3,399,65.06,0
2,136,260.03,0
13,1713,2.42,1
6,1277,539.64,1
2,437,33.72,0
2,581,61.47,0
3,315,94.26,0
1,285,150.03,0
0,543,128.75,0
1,447,124.37,0
6,1866,6.25,1
0,543,253.15,0
2,445,142.58,0
2,202,243.12,0
2,566,243.76,0
1,432,204.88,0
0,520,137.96,0
10,1062,6.88,1
14,1352,1.08,1
3,355,80.67,0
0,495,260.63,0
0,347,47.65,0
1,432,204.45,0
4,1611,5.89,1
3,187,87.79,0
12,1806,7.51,1
2,306,225.6,0
1,319,33.61,0
0,580,286.52,0
14,812,448.28,1
5,1075,548.69,1
1,432,239.13,0
1,496,58.75,0
1,149,53.57,0
0,347,91.07,0
1,233,215.05,0
12,1001,495.5,1
0,397,194.47,0
1,105,67.34,0
2,277,242.71,0
13,1205,5.6,1
2,114,85.98,0
0,350,31.67,0
10,1754,419.82,1
4,859,6.22,1
6,1242,550.5,1
7,1743,8.82,1
9,1110,412.5,1
5,1620,3.84,1
0,310,241.95,0
2,549,93.95,0
2,400,207.39,0
0,193,207.74,0
0,380,267.35,0
0,484,264.56,0
7,1568,1.58,1
14,1178,8.26,1
1,352,229.59,0
12,1555,457.89,1
12,1549,509.08,1
1,332,150.75,0
1,409,268.48,0
10,877,451.24,1
1,127,161.02,0
11,1357,561.86,1
0,443,207.25,0
7,920,3.62,1
0,160,122.94,0
3,202,149.82,0
0,555,83.82,0
0,140,59.98,0
13,923,473.81,1
0,117,164.75,0
2,373,58.27,0
1,449,167.74,0
1,534,49.63,0
6,1304,6.13,1
12,1381,5.26,1
0,314,45.55,0
0,394,41.51,0
8,1637,2.62,1
8,1924,475.17,1
5,1200,426.01,1
0,561,173.15,0
7,1684,8.18,1
7,1872,497.9,1
14,1549,1.4,1
0,481,217.96,0
7,1978,581.26,1
0,410,64.51,0
8,1277,465.06,1
0,109,68.02,0
2,563,137.77,0
1,399,231.12,0
0,417,33.94,0
1,296,232.69,0
0,291,277.64,0
0,519,127.35,0
2,372,145.16,0
13,846,8.17,1
0,103,191.99,0
1,439,143.62,0
1,348,172.33,0
6,905,540.15,1
15,1237,1.86,1
2,193,220.2,0
0,365,71.45,0
12,1602,3.75,1
14,1733,9.54,1
1,459,80.91,0
0,263,117.99,0
7,1054,498.37,1
9,1111,8.8,1
0,149,292.8,0
1,531,240.73,0
12,1622,595.25,1
1,199,136.87,0
8,1330,440.44,1
0,448,48.15,0
2,196,261.44,0
0,278,37.57,0
3,121,182.92,0
0,392,53.07,0
1,493,158.52,0
1,215,192.13,0
1,218,190.55,0
0,476,293.3,0
14,1307,440.46,1
2,196,248.96,0
14,812,432.42,1
12,1636,5.68,1
1,220,266.39,0
3,277,274.03,0
2,224,239.46,0
7,1488,494.88,1
0,409,95.13,0
2,131,83.87,0
1,473,94.66,0
5,1321,6.86,1
0,425,142.38,0
1,452,279.06,0
0,399,126.44,0
12,1582,475.13,1
0,377,192.48,0
0,178,64.85,0
12,1346,9.02,1
7,1377,6.53,1
9,1694,466.24,1
14,1705,449.18,1
14,1694,3.91,1
3,424,195.08,0
2,499,259.2,0
2,303,213.29,0
1,419,156.83,0
4,1241,428.37,1
5,1424,6.62,1
2,333,192.1,0
1,155,221.26,0
2,317,295.98,0
0,544,285.64,0
0,541,51.94,0
2,130,140.34,0
2,243,137.76,0
11,965,6.57,1
2,120,97.57,0
0,351,297.29,0
2,180,114.5,0
14,1393,1.93,1
11,866,531.75,1
0,174,156.68,0
2,579,131.91,0
2,358,288.7,0
7,955,517.48,1
11,1013,8.01,1
3,305,260.05,0
10,1506,2.01,1
2,162,227.23,0
2,378,109.55,0
1,556,193.72,0
2,265,143.98,0
2,386,238.03,0
0,315,199.8,0
13,1943,550.3,1
2,479,217.51,0
3,155,100.9,0
2,133,34.61,0
2,277,52.25,0
2,472,124.75,0
0,205,175.36,0
10,953,4.25,1
10,859,559.23,1
0,461,48.42,0
12,1916,587.32,1
3,320,130.58,0
3,228,121.34,0
2,386,86.87,0
3,111,215.93,0
0,568,300.95,0
0,537,75.96,0
6,1790,405.17,1
14,1682,2.53,1
8,1554,564.46,1
0,183,206.99,0
1,302,268.02,0
3,127,85.99,0
1,472,179.11,0
0,319,181.96,0
0,161,117.05,0
0,291,37.39,0
0,576,119.58,0
15,1729,575.74,1
2,510,53.02,0
13,907,449.64,1
12,1387,559.1,1
0,429,117.03,0
14,1657,436.05,1
0,381,107.49,0
1,263,191.01,0
1,509,62.85,0
2,510,136.6,0
2,507,172.11,0
0,316,141.1,0
3,577,135.03,0
2,394,62.91,0
3,240,55.48,0
0,105,206.7,0
2,490,233.0,0
0,450,169.74,0
2,232,227.74,0
2,226,170.89,0
0,217,85.63,0
2,341,159.07,0
0,523,208.36,0
14,1457,3.18,1
0,559,40.74,0
0,392,174.94,0
1,491,199.34,0
0,545,212.0,0
0,342,129.67,0
3,325,38.67,0
2,115,281.72,0
12,1973,5.06,1
3,359,227.19,0
12,1831,436.89,1
3,177,179.24,0
13,1977,435.66,1
13,1331,407.01,1
7,1728,431.36,1
3,388,52.33,0
0,530,237.91,0
3,127,234.48,0
10,1793,3.91,1
8,809,558.91,1
12,1140,406.23,1
5,1320,576.37,1
7,1962,430.31,1
0,585,29.21,0
1,509,207.48,0
2,369,127.6,0
10,1019,5.79,1
6,1264,2.89,1
12,1062,580.72,1
1,178,229.74,0
1,259,83.95,0
1,431,293.54,0
0,418,165.27,0
1,432,156.94,0
7,943,5.21,1
7,1277,591.02,1
2,177,149.44,0
1,330,278.33,0
2,109,113.87,0
5,1097,506.2,1
3,203,129.72,0
3,170,145.45,0
3,184,251.08,0
2,449,46.33,0
4,805,542.55,1
2,584,284.69,0
0,216,156.89,0
11,1407,585.56,1
2,170,298.76,0
12,933,9.96,1
0,560,136.31,0
0,372,126.12,0
0,573,152.31,0
3,522,111.62,0
2,309,285.51,0
0,263,179.75,0
1,208,135.48,0
0,363,127.59,0
0,442,60.7,0
1,279,280.12,0
