failed_logins,packet_rate,session_time,label
2,544,285.54,0
2,265,90.73,0
0,114,214.07,0
11,1920,6.11,1
2,435,222.83,0
1,283,54.32,0
15,1856,2.3,1
4,1813,506.03,1
2,428,195.01,0
1,478,212.41,0
2,255,219.82,0
1,531,92.72,0
2,406,69.17,0
8,1150,449.17,1
1,547,85.79,0
2,248,209.67,0
1,108,190.32,0
0,379,109.88,0
0,127,224.83,0
0,438,264.27,0
5,1471,1.26,1
12,1074,454.06,1
0,570,203.37,0
14,1218,3.21,1
1,251,113.33,0
0,530,35.04,0
0,279,111.4,0
1,544,222.24,0
3,433,94.46,0
0,399,204.16,0
3,409,298.06,0
3,111,260.87,0
0,124,175.09,0
2,457,124.66,0
0,174,198.3,0
1,220,177.05,0
0,198,179.31,0
1,302,237.9,0
2,317,185.07,0
0,431,242.51,0
3,460,71.71,0
1,494,258.96,0
7,1071,468.15,1
2,542,118.0,0
2,438,283.69,0
6,1050,478.72,1
0,487,76.74,0
9,1588,2.39,1
8,957,1.14,1
6,1362,9.08,1
1,486,201.5,0
0,103,63.13,0
3,126,68.63,0
8,995,9.01,1
0,209,271.2,0
2,129,221.52,0
2,369,172.41,0
0,210,45.42,0
6,1632,8.3,1
9,1499,7.29,1
0,217,255.53,0
5,932,1.35,1
1,312,127.57,0
4,1598,430.1,1
3,369,152.64,0
2,236,233.74,0
13,1437,4.06,1
0,177,228.93,0
5,1308,2.8,1
2,482,150.67,0
1,345,193.1,0
0,263,230.24,0
0,580,279.97,0
1,321,91.93,0
1,449,175.79,0
8,1470,581.92,1
3,185,285.76,0
3,422,225.06,0
8,1547,6.02,1
1,543,196.53,0
1,201,198.2,0
0,102,54.87,0
2,228,96.48,0
1,522,118.38,0
2,298,125.41,0
3,329,83.18,0
2,535,232.56,0
0,285,206.19,0
1,214,30.81,0
2,539,204.26,0
2,415,159.61,0
2,127,73.98,0
1,229,223.71,0
2,123,284.78,0
0,498,108.73,0
0,574,165.91,0
10,889,577.35,1
6,1743,464.09,1
1,187,265.65,0
11,1529,570.28,1
3,497,184.12,0
3,335,133.17,0
14,1321,572.21,1
7,1963,2.34,1
9,1344,4.73,1
2,229,35.52,0
0,244,278.69,0
7,1106,2.16,1
13,1160,504.63,1
8,1962,473.83,1
2,551,93.42,0
0,141,183.09,0
1,295,73.47,0
9,1935,9.7,1
12,1123,530.0,1
4,986,480.3,1
2,500,282.49,0
0,422,261.25,0
10,940,593.25,1
13,1450,7.14,1
3,345,213.99,0
2,106,109.49,0
13,1899,7.55,1
3,504,136.41,0
0,344,161.21,0
2,365,75.93,0
1,449,268.33,0
3,295,231.37,0
2,508,45.45,0
3,247,51.46,0
0,252,222.08,0
3,136,263.34,0
2,407,246.32,0
8,1783,490.76,1
1,412,151.27,0
3,454,65.76,0
1,484,228.18,0
2,140,236.27,0
1,117,42.35,0
12,1562,447.17,1
2,239,210.52,0
0,230,224.72,0
1,202,154.55,0
6,862,5.94,1
0,459,265.0,0
1,353,78.34,0
9,1838,6.1,1
2,382,100.7,0
5,1410,1.88,1
1,402,171.41,0
13,1721,523.71,1
1,471,125.23,0
0,168,178.32,0
2,155,46.01,0
8,1343,5.13,1
6,931,3.92,1
0,548,200.05,0
8,1454,3.43,1
1,569,179.73,0
15,1595,7.0,1
0,255,157.11,0
1,520,61.2,0
0,300,137.16,0
1,219,127.22,0
1,487,114.18,0
10,1785,4.82,1
1,417,128.67,0
11,1595,581.71,1
3,569,201.43,0
1,547,208.19,0
0,473,72.78,0
7,1383,4.61,1
1,347,287.51,0
0,422,43.69,0
0,435,141.34,0
9,1644,4.64,1
6,1364,578.55,1
9,1113,534.16,1
3,231,266.42,0
5,957,521.73,1
11,1958,9.71,1
14,1198,592.76,1
0,238,258.05,0
12,1834,8.05,1
7,1574,7.98,1
13,1768,4.88,1
2,130,64.03,0
1,384,132.81,0
3,303,253.94,0
7,1078,1.71,1
0,510,289.33,0
1,262,292.76,0
2,412,45.79,0
2,156,136.78,0
0,432,283.88,0
13,1806,551.16,1
0,148,217.7,0
10,1687,503.85,1
8,1658,5.9,1
1,276,122.46,0
0,269,133.07,0
0,313,272.61,0
12,1003,4.05,1
11,1490,3.63,1
0,220,181.14,0
8,1935,8.89,1
1,215,53.85,0
10,1604,2.11,1
1,586,175.51,0
2,363,149.55,0
14,1857,494.87,1
3,487,91.87,0
2,390,230.52,0
0,375,275.7,0
3,351,221.71,0
2,171,43.89,0
2,568,81.22,0
0,193,172.0,0
0,143,221.62,0
2,588,176.44,0
1,572,237.32,0
0,317,99.39,0
1,326,268.59,0
0,500,105.83,0
9,1352,444.98,1
15,882,539.41,1
12,987,587.13,1
9,1944,5.97,1
5,1206,8.12,1
2,250,37.3,0
2,526,92.73,0
2,252,256.45,0
6,1554,2.65,1
3,367,220.09,0
8,1261,540.08,1
11,1026,7.58,1
1,415,122.97,0
4,1487,8.85,1
3,189,198.46,0
13,1345,9.08,1
0,119,60.51,0
0,459,301.35,0
13,1264,491.81,1
0,390,65.98,0
0,540,299.04,0
12,1133,6.73,1
0,422,134.55,0
0,473,239.78,0
1,396,136.75,0
1,338,79.23,0
1,107,123.08,0
1,276,301.02,0
10,1531,573.41,1
2,505,82.6,0
3,158,61.79,0
8,1168,470.45,1
0,422,295.58,0
2,565,175.79,0
1,210,279.63,0
3,427,299.0,0
3,433,64.08,0
2,212,29.86,0
10,1344,5.98,1
0,410,177.07,0
0,448,80.32,0
12,1473,461.16,1
1,570,153.55,0
2,308,56.75,0
0,530,255.93,0
0,590,231.7,0
3,367,37.57,0
8,1271,537.91,1
0,370,119.27,0
2,384,236.62,0
2,325,77.47,0
2,588,88.4,0
2,485,269.46,0
0,373,92.8,0
6,1962,6.9,1
0,247,249.89,0
1,219,269.88,0
13,1817,574.23,1
0,449,123.22,0
5,1897,422.41,1
13,885,551.79,1
3,229,31.65,0
0,291,149.13,0
6,1556,482.26,1
0,550,133.61,0
2,331,185.54,0
10,1666,562.8,1
3,379,243.46,0
0,583,170.4,0
0,532,131.47,0
1,565,40.4,0
0,188,66.72,0
2,301,236.02,0
2,580,105.01,0
12,881,5.19,1
3,536,251.85,0
7,1482,574.48,1
0,190,114.89,0
3,405,50.03,0
0,204,44.15,0
3,573,199.45,0
0,324,157.5,0
2,240,229.87,0
1,375,250.87,0
7,830,427.98,1
0,569,274.52,0
7,1391,438.03,1
3,430,190.83,0
13,1237,5.29,1
7,1079,6.55,1
2,249,199.1,0
13,1048,401.84,1
0,580,186.43,0
0,544,80.92,0
2,508,92.28,0
1,218,146.0,0
0,465,76.7,0
3,183,297.8,0
3,449,34.37,0
13,1675,5.76,1
2,186,175.91,0
1,564,203.45,0
7,1170,3.74,1
0,509,273.83,0
2,233,284.08,0
0,494,181.9,0
1,334,275.09,0
2,106,248.37,0
12,1044,7.36,1
14,1450,5.42,1
0,220,299.23,0
2,120,221.58,0
0,555,263.51,0
2,500,35.15,0
9,1949,2.6,1
0,325,261.01,0
3,416,240.75,0
1,386,88.19,0
0,342,54.94,0
1,581,184.29,0
7,1920,4.15,1
3,400,285.92,0
0,259,48.38,0
1,185,213.29,0
2,209,33.57,0
0,546,232.56,0
0,553,280.52,0
13,1096,2.53,1
11,1681,452.97,1
2,295,237.05,0
0,262,123.23,0
0,417,60.04,0
3,518,83.21,0
6,1822,5.39,1
2,308,72.33,0
0,566,150.18,0
1,226,43.11,0
9,1263,4.59,1
12,1263,462.38,1
1,306,51.96,0
6,806,402.73,1
5,1784,1.35,1
14,1643,458.56,1
2,221,127.19,0
15,1175,553.73,1
0,354,270.9,0
0,185,73.43,0
0,377,223.85,0
2,527,132.75,0
10,1178,5.09,1
14,1346,9.23,1
13,1259,497.5,1
1,147,184.48,0
3,305,250.05,0
1,345,58.45,0
7,1526,484.01,1
2,548,101.22,0
0,242,241.46,0
0,123,158.67,0
1,320,174.07,0
7,1402,569.55,1
1,330,52.97,0
11,1706,446.39,1
3,206,246.48,0
14,1255,1.27,1
1,313,205.12,0
2,571,82.75,0
0,529,119.15,0
5,1517,408.17,1
7,944,8.22,1
14,1401,451.49,1
0,456,108.4,0
7,964,439.8,1
1,480,168.25,0
0,237,192.83,0
1,177,145.7,0
0,244,153.93,0
0,604,192.57,0
0,222,81.69,0
6,928,5.76,1
2,192,56.71,0
0,323,95.07,0
3,407,184.28,0
3,415,147.82,0
5,1883,433.32,1
0,290,223.72,0
0,393,106.48,0
6,1498,474.95,1
9,1937,4.18,1
1,456,204.08,0
0,497,237.67,0
12,959,3.86,1
8,1757,1.87,1
2,412,117.75,0
3,439,59.29,0
0,558,171.25,0
0,390,243.51,0
1,502,251.96,0
0,313,231.09,0
0,268,181.35,0
0,154,232.12,0
1,147,101.53,0
2,119,187.55,0
2,348,158.0,0
1,427,69.0,0
1,225,200.38,0
1,258,194.75,0
1,501,30.72,0
0,260,137.42,0
1,523,70.53,0
1,473,268.61,0
4,954,522.48,1
8,810,9.85,1
0,445,72.05,0
0,552,212.35,0
2,132,34.08,0
1,172,55.49,0
1,582,211.74,0
8,1162,580.39,1
6,962,492.55,1
11,1177,3.06,1
5,988,9.8,1
1,229,187.88,0
1,236,238.73,0
9,1561,475.38,1
2,514,291.26,0
15,1238,509.3,1
3,333,235.98,0
10,1971,432.75,1
11,1134,593.02,1
0,560,206.57,0
2,556,139.51,0
7,1417,5.26,1
2,131,268.84,0
0,142,152.97,0
0,434,190.14,0
1,174,269.95,0
8,1946,2.5,1
1,113,274.28,0
0,428,248.93,0
5,1502,5.36,1
2,468,256.62,0
1,422,140.43,0
6,1430,442.8,1
10,999,575.01,1
12,1823,531.54,1
1,156,288.83,0
2,427,206.93,0
13,1723,1.41,1
8,1755,485.22,1
0,437,150.06,0
0,158,199.0,0
0,533,63.38,0
7,1187,2.43,1
1,371,271.95,0
0,212,247.93,0
0,203,262.99,0
15,1724,3.06,1
10,1169,410.55,1
4,1238,8.43,1
14,1704,6.18,1
9,1419,9.03,1
14,1071,595.09,1
6,850,597.45,1
10,858,3.1,1
7,1762,2.01,1
0,454,219.73,0
0,447,118.97,0
0,384,107.16,0
5,1145,477.57,1
3,293,92.55,0
7,800,428.85,1
1,265,155.91,0
4,1452,7.74,1
2,569,209.58,0
13,1405,3.47,1
0,578,242.84,0
10,1202,528.67,1
14,1244,404.11,1
3,556,96.23,0
0,250,185.79,0
2,452,124.79,0
0,195,164.84,0
1,175,145.08,0
1,280,298.65,0
0,476,94.16,0
3,393,257.42,0
15,1746,4.65,1
0,325,48.85,0
14,1711,447.19,1
0,313,211.97,0
4,1126,7.67,1
5,1409,8.34,1
3,218,289.83,0
2,253,130.76,0
2,347,237.64,0
3,374,298.96,0
12,838,5.07,1
2,587,73.12,0
15,1936,419.99,1
3,272,129.73,0
11,1468,4.41,1
13,1773,9.5,1
1,336,232.38,0
3,151,160.19,0
10,1983,9.98,1
1,372,282.26,0
15,1523,554.06,1
6,1183,8.0,1
1,588,99.17,0
0,565,145.58,0
0,572,288.62,0
0,288,179.47,0
11,1598,1.04,1
10,1079,436.36,1
8,1886,423.59,1
12,1308,436.24,1
1,259,251.69,0
3,494,172.78,0
1,163,146.18,0
11,1686,591.66,1
3,311,81.59,0
13,1442,493.2,1
1,178,103.92,0
11,1923,2.1,1
0,481,64.21,0
6,1257,406.6,1
2,109,128.18,0
1,133,283.78,0
2,498,280.75,0
2,422,74.38,0
0,214,292.87,0
3,442,164.42,0
1,164,159.56,0
14,1167,522.42,1
0,540,257.88,0
14,1288,403.45,1
3,522,212.1,0
0,272,100.73,0
4,1890,445.42,1
8,810,7.55,1
0,370,280.51,0
2,414,59.75,0
0,185,27.56,0
0,358,195.26,0
3,520,104.12,0
3,337,106.56,0
0,334,159.55,0
1,174,77.37,0
11,1540,556.44,1
6,817,4.32,1
2,276,90.06,0
0,192,64.81,0
6,1147,7.76,1
0,467,121.15,0
12,1916,2.02,1
2,430,115.16,0
2,486,70.69,0
1,379,117.95,0
4,960,433.49,1
0,258,284.84,0
5,1653,3.27,1
4,1287,474.36,1
2,461,221.76,0
2,573,255.34,0
13,1867,1.02,1
0,333,228.34,0
0,97,69.48,0
0,343,228.42,0
4,975,6.42,1
3,133,212.31,0
0,452,151.25,0
1,393,225.81,0
0,378,106.82,0
1,289,298.22,0
9,1950,596.62,1
2,277,284.38,0
1,501,270.38,0
9,1749,523.98,1
0,503,34.13,0
5,1874,7.52,1
3,388,48.82,0
0,301,180.77,0
1,176,169.85,0
3,481,113.58,0
0,424,171.31,0
7,1567,4.4,1
2,340,249.0,0
0,566,186.6,0
1,586,244.67,0
0,551,236.78,0
2,168,224.4,0
1,232,118.05,0
14,1402,4.41,1
3,556,39.09,0
0,442,90.25,0
3,443,125.88,0
1,589,170.77,0
0,116,247.2,0
8,1260,403.27,1
2,108,116.44,0
0,441,187.63,0
0,594,233.51,0
2,212,179.81,0
3,554,114.51,0
0,233,151.18,0
0,385,281.02,0
13,1241,2.41,1
1,306,183.92,0
2,170,137.52,0
0,154,186.22,0
1,292,292.73,0
0,314,180.95,0
7,905,525.4,1
13,1462,1.27,1
0,521,296.71,0
1,572,184.55,0
1,336,288.64,0
3,243,104.6,0
0,359,216.49,0
2,406,76.81,0
0,275,237.48,0
1,123,85.1,0
10,1190,4.13,1
8,878,2.8,1
1,132,62.0,0
0,351,107.25,0
9,1455,6.49,1
2,271,117.66,0
13,1045,7.95,1
0,273,72.86,0
1,408,204.09,0
3,522,192.63,0
15,1713,9.32,1
3,589,204.8,0
0,454,239.3,0
2,540,226.94,0
0,475,297.49,0
2,339,160.33,0
1,268,130.08,0
3,490,227.35,0
1,318,104.41,0
0,196,148.44,0
2,163,146.26,0
12,1244,1.85,1
11,1123,574.05,1
3,314,282.4,0
1,523,234.23,0
13,1705,545.17,1
0,380,105.81,0
0,574,213.17,0
2,452,45.42,0
0,190,286.49,0
13,1073,500.57,1
9,1121,6.98,1
0,269,200.67,0
4,1541,5.88,1
13,1521,7.85,1
0,307,281.65,0
10,1106,481.09,1
0,181,32.22,0
