failed_logins,packet_rate,session_time,label
0,193,67.74,0
2,187,211.06,0
0,331,67.16,0
1,334,123.61,0
8,1667,559.3,1
8,1091,513.4,1
11,911,9.17,1
6,1977,514.05,1
1,531,277.52,0
0,217,68.67,0
0,130,32.76,0
3,519,255.4,0
0,375,67.59,0
0,302,91.49,0
2,320,262.1,0
1,228,77.43,0
1,553,94.63,0
1,108,41.81,0
8,1501,534.76,1
11,1450,400.7,1
1,494,35.68,0
2,508,226.59,0
2,471,127.59,0
1,477,250.47,0
3,203,300.61,0
0,543,212.71,0
3,535,57.61,0
0,209,93.4,0
0,394,179.6,0
2,270,278.13,0
1,341,258.75,0
0,456,230.12,0
0,102,73.84,0
14,1882,1.91,1
14,1897,3.57,1
2,113,165.81,0
11,1578,418.26,1
15,1496,6.87,1
2,231,125.45,0
2,129,47.02,0
2,406,53.44,0
9,1940,4.13,1
3,312,88.28,0
13,1650,494.17,1
1,333,208.94,0
5,1845,578.75,1
2,291,189.43,0
0,498,129.31,0
3,429,257.14,0
0,286,268.79,0
1,190,31.13,0
2,195,276.87,0
0,213,149.16,0
14,1262,5.23,1
3,281,147.6,0
0,328,286.53,0
3,322,241.58,0
7,1297,1.07,1
0,506,197.14,0
3,220,186.08,0
12,1146,9.58,1
1,330,69.87,0
2,458,218.5,0
10,1647,6.83,1
9,1907,9.82,1
5,1013,595.76,1
1,598,279.69,0
0,215,181.4,0
0,359,277.02,0
3,567,128.34,0
2,203,171.26,0
2,402,94.32,0
12,1125,3.02,1
7,1304,440.95,1
11,1552,407.62,1
7,1788,453.66,1
0,527,58.65,0
0,201,120.95,0
10,1020,4.98,1
2,435,265.12,0
11,1852,6.98,1
0,413,99.26,0
7,905,8.22,1
2,451,54.77,0
0,156,83.97,0
2,436,204.26,0
1,339,256.28,0
12,1287,535.59,1
2,361,268.66,0
1,434,197.99,0
10,1017,529.71,1
0,589,159.52,0
2,378,45.4,0
6,926,565.51,1
6,1452,1.58,1
3,403,186.03,0
2,259,53.35,0
2,261,295.06,0
3,266,178.91,0
3,245,237.06,0
1,131,190.51,0
0,113,257.33,0
0,397,69.6,0
6,838,5.63,1
0,407,222.84,0
0,139,254.39,0
0,142,223.16,0
3,567,205.24,0
3,588,207.31,0
2,320,43.76,0
1,452,297.97,0
2,526,45.06,0
0,285,123.13,0
1,252,97.4,0
0,155,66.01,0
2,508,94.74,0
1,423,170.32,0
0,193,88.5,0
0,123,158.11,0
8,1044,4.78,1
3,226,226.87,0
1,275,189.08,0
0,497,170.49,0
0,361,71.3,0
0,131,202.17,0
8,943,474.1,1
0,347,210.14,0
4,1813,8.11,1
0,362,208.82,0
1,484,40.09,0
0,591,78.02,0
3,266,224.03,0
1,244,258.08,0
0,159,81.92,0
1,461,68.93,0
0,426,93.91,0
9,1461,2.04,1
5,1955,7.61,1
1,252,204.9,0
2,112,58.43,0
3,112,39.93,0
2,425,171.93,0
0,440,90.46,0
0,119,300.57,0
1,286,226.52,0
0,539,75.29,0
3,405,80.82,0
1,224,186.47,0
9,1693,5.1,1
13,1740,5.33,1
0,149,165.11,0
1,308,63.8,0
0,259,273.68,0
14,839,5.72,1
2,240,191.78,0
2,579,264.09,0
0,228,223.73,0
1,278,268.44,0
0,590,244.96,0
2,389,273.98,0
8,1970,493.73,1
9,1448,568.03,1
7,1200,8.18,1
0,525,223.69,0
9,1055,420.53,1
2,437,103.45,0
0,122,138.64,0
2,159,286.27,0
2,467,147.9,0
1,508,168.14,0
0,339,142.71,0
14,1680,497.26,1
0,211,153.55,0
15,1454,598.45,1
2,579,97.16,0
10,1297,579.64,1
8,1966,8.45,1
13,1976,3.56,1
0,344,73.25,0
14,1568,534.98,1
2,279,263.85,0
11,1791,503.37,1
2,500,74.66,0
3,156,88.54,0
9,1375,7.35,1
1,383,100.09,0
2,458,154.11,0
1,514,58.57,0
1,246,28.21,0
0,277,52.77,0
1,521,73.49,0
13,1240,9.52,1
2,421,173.41,0
1,443,56.34,0
1,539,92.77,0
12,1305,2.3,1
0,179,106.62,0
3,148,105.23,0
0,265,131.66,0
5,981,446.5,1
0,240,65.99,0
3,493,133.91,0
1,326,63.6,0
1,561,215.86,0
0,546,128.33,0
1,134,176.29,0
0,181,235.98,0
1,540,118.51,0
2,376,284.26,0
0,493,261.09,0
3,573,200.42,0
0,421,287.11,0
9,1371,478.51,1
1,262,240.43,0
2,300,249.06,0
0,307,269.11,0
0,173,150.7,0
3,161,210.02,0
1,167,84.58,0
2,193,152.59,0
0,355,128.4,0
0,372,217.5,0
10,1673,478.86,1
1,104,250.07,0
2,448,119.36,0
2,593,53.16,0
3,427,163.12,0
3,467,84.27,0
13,1472,410.44,1
5,1353,519.72,1
2,212,125.47,0
1,133,84.93,0
0,243,112.34,0
2,454,200.08,0
4,1673,2.56,1
0,166,296.59,0
15,1034,5.65,1
5,1902,5.65,1
14,1150,3.15,1
0,291,216.0,0
6,1101,5.34,1
0,119,123.78,0
1,562,158.99,0
0,537,51.26,0
2,319,293.86,0
0,483,131.03,0
0,528,270.36,0
2,372,199.36,0
2,531,280.2,0
2,221,119.57,0
14,1336,448.52,1
1,333,263.54,0
2,132,32.31,0
11,943,478.25,1
2,579,244.85,0
0,212,29.17,0
14,1114,424.41,1
0,357,179.81,0
5,1434,2.49,1
0,477,181.82,0
1,577,82.71,0
1,107,163.97,0
3,178,211.34,0
7,1259,3.85,1
10,1718,457.75,1
2,520,231.07,0
7,1572,5.69,1
0,566,71.48,0
3,202,297.57,0
14,1918,1.44,1
8,1813,599.26,1
6,1011,3.46,1
7,1556,1.27,1
3,301,122.05,0
5,1276,6.44,1
9,1925,1.04,1
2,312,93.26,0
11,1869,4.97,1
0,483,280.69,0
2,211,103.28,0
2,595,103.38,0
0,344,150.22,0
7,905,599.95,1
10,1427,1.06,1
2,210,78.69,0
14,1083,1.15,1
0,489,110.64,0
0,592,101.29,0
5,1945,553.18,1
2,394,85.66,0
0,150,93.02,0
1,512,99.3,0
14,1104,9.84,1
1,428,286.35,0
0,114,204.17,0
7,950,534.62,1
1,273,55.76,0
4,1412,5.26,1
13,1471,479.8,1
3,533,117.16,0
5,1049,465.19,1
11,1622,9.86,1
10,1418,9.57,1
4,1918,1.85,1
12,1165,4.15,1
3,418,120.51,0
14,813,411.66,1
2,477,232.8,0
0,278,43.9,0
0,452,299.58,0
13,1207,480.25,1
0,122,53.81,0
5,1479,491.22,1
4,1594,2.18,1
0,291,76.26,0
1,412,195.44,0
0,323,151.51,0
2,395,84.15,0
0,587,266.22,0
0,244,101.45,0
14,1562,7.07,1
1,166,185.64,0
1,399,245.2,0
0,517,140.75,0
2,521,185.17,0
0,309,144.0,0
0,322,134.76,0
2,289,66.39,0
13,1774,505.57,1
1,186,162.87,0
1,357,146.4,0
10,1929,8.44,1
0,119,165.15,0
9,1055,537.18,1
2,593,269.01,0
13,859,472.47,1
0,401,61.5,0
0,411,196.77,0
0,390,192.16,0
8,1808,483.63,1
0,283,154.41,0
12,1666,3.04,1
2,529,197.66,0
12,1653,410.04,1
0,563,230.97,0
8,1104,420.73,1
2,302,271.62,0
1,204,208.64,0
3,498,118.54,0
0,205,111.96,0
13,1146,480.31,1
0,390,135.05,0
0,407,88.07,0
0,135,230.98,0
2,327,38.56,0
1,163,179.94,0
0,192,203.7,0
9,1974,457.19,1
14,1869,3.85,1
0,517,131.06,0
0,133,63.17,0
1,502,98.8,0
3,588,222.12,0
3,371,193.74,0
3,249,240.03,0
2,177,87.98,0
3,272,223.1,0
9,1051,526.24,1
2,116,57.08,0
0,288,83.84,0
0,502,279.22,0
7,1799,486.77,1
2,484,212.37,0
9,1476,497.7,1
2,310,264.55,0
8,1931,454.93,1
0,350,171.39,0
0,437,67.7,0
2,252,173.19,0
2,352,109.66,0
2,538,282.64,0
3,380,146.9,0
11,1973,472.28,1
1,179,213.37,0
2,301,110.59,0
2,238,45.25,0
1,453,275.24,0
5,1462,7.88,1
1,107,167.54,0
1,306,182.86,0
0,518,76.71,0
0,575,193.84,0
2,435,165.06,0
0,357,76.2,0
0,362,168.04,0
2,348,273.51,0
10,1065,5.09,1
2,119,134.52,0
3,197,44.76,0
0,400,169.0,0
11,1663,416.3,1
0,328,213.45,0
2,496,66.84,0
0,267,274.41,0
0,357,186.94,0
12,1570,470.98,1
3,152,191.78,0
4,1521,8.91,1
0,418,240.9,0
0,595,96.06,0
11,1971,4.45,1
0,293,266.6,0
0,480,258.46,0
14,1807,555.99,1
1,323,128.51,0
1,489,268.12,0
2,102,148.45,0
0,294,178.23,0
4,813,405.28,1
0,395,103.46,0
2,237,241.17,0
8,1666,1.93,1
1,116,234.53,0
8,1232,528.35,1
9,826,527.69,1
1,473,294.39,0
2,586,180.7,0
1,437,82.37,0
3,591,83.52,0
2,603,208.07,0
0,164,120.66,0
3,510,243.91,0
7,1323,1.63,1
10,1676,6.31,1
1,253,92.71,0
1,364,213.78,0
0,214,299.41,0
14,914,2.93,1
11,883,467.63,1
1,185,117.52,0
6,1094,460.92,1
8,1815,3.36,1
6,1751,1.68,1
1,130,47.02,0
2,451,285.72,0
0,235,43.71,0
3,252,287.48,0
3,285,268.31,0
1,149,105.07,0
9,1343,434.65,1
1,529,85.42,0
0,113,279.55,0
0,303,84.28,0
0,315,29.88,0
0,108,173.17,0
1,283,193.79,0
2,329,109.58,0
14,935,481.61,1
0,472,149.34,0
2,531,140.29,0
8,1947,5.99,1
0,348,144.64,0
2,431,161.23,0
0,358,144.18,0
13,1800,1.08,1
5,1893,572.3,1
2,344,218.66,0
9,1585,424.12,1
3,344,233.48,0
3,565,265.86,0
0,338,53.86,0
7,1853,1.65,1
7,855,3.17,1
0,136,124.93,0
2,212,201.19,0
1,340,190.69,0
11,1898,8.35,1
0,585,216.11,0
0,356,199.42,0
10,1273,468.62,1
10,950,487.05,1
1,465,147.02,0
2,282,132.78,0
2,444,263.25,0
3,416,286.14,0
12,1236,462.79,1
13,893,1.88,1
0,521,283.88,0
2,586,201.6,0
11,871,553.86,1
2,121,187.13,0
4,1371,434.39,1
1,136,76.23,0
1,351,130.89,0
2,236,127.08,0
3,428,293.05,0
2,382,291.46,0
0,158,140.93,0
1,471,192.09,0
2,366,233.53,0
0,289,34.77,0
0,355,168.9,0
8,1871,452.07,1
3,171,291.23,0
0,539,159.29,0
1,286,163.18,0
1,194,222.41,0
2,572,220.71,0
3,357,137.8,0
3,224,130.55,0
14,985,472.9,1
0,559,156.23,0
11,1398,3.03,1
3,419,138.46,0
14,1601,4.02,1
1,224,172.1,0
6,941,6.99,1
13,1188,4.19,1
0,592,300.21,0
3,337,89.29,0
12,1275,460.36,1
4,1461,562.31,1
2,540,227.9,0
1,508,88.91,0
0,566,211.4,0
1,219,294.01,0
7,1620,9.1,1
1,127,152.83,0
3,582,140.16,0
2,600,212.96,0
15,1301,8.11,1
3,282,202.62,0
2,398,259.36,0
3,496,134.28,0
0,563,280.83,0
0,305,236.62,0
0,446,48.19,0
10,1302,414.19,1
3,369,215.07,0
0,242,220.16,0
4,1679,467.95,1
0,250,73.92,0
1,296,278.64,0
0,405,53.54,0
0,202,202.57,0
4,1282,6.53,1
1,297,246.72,0
0,467,279.15,0
0,342,260.08,0
13,1434,517.2,1
3,498,72.19,0
1,118,48.08,0
1,317,92.81,0
1,187,157.91,0
0,599,227.9,0
8,1178,2.97,1
0,182,65.42,0
0,327,254.8,0
5,1063,500.8,1
0,471,56.49,0
0,138,53.91,0
1,184,267.34,0
0,431,242.61,0
5,1511,555.92,1
8,955,511.98,1
0,303,134.24,0
0,410,251.6,0
1,532,283.84,0
12,1444,4.13,1
2,421,103.83,0
2,257,174.13,0
0,102,123.06,0
1,96,39.42,0
1,369,257.54,0
13,1696,489.3,1
2,409,48.38,0
2,312,88.91,0
6,977,485.25,1
0,344,159.09,0
11,1153,570.3,1
0,143,168.12,0
13,1889,592.31,1
0,347,279.6,0
6,1706,556.5,1
0,379,34.78,0
1,243,157.9,0
11,1705,549.11,1
0,558,125.93,0
0,409,232.03,0
2,589,261.38,0
2,159,150.18,0
5,1170,511.19,1
2,193,144.99,0
5,1596,598.94,1
14,1040,8.18,1
12,1836,433.27,1
0,542,129.52,0
0,511,51.58,0
1,252,71.88,0
1,491,124.14,0
5,1877,506.41,1
11,989,1.11,1
1,500,257.49,0
0,488,33.14,0
7,1828,2.88,1
6,1370,586.14,1
0,560,124.99,0
1,314,139.96,0
0,301,292.3,0
2,112,218.6,0
1,188,261.9,0
3,393,172.87,0
2,525,116.93,0
10,1791,5.48,1
1,527,159.92,0
13,933,506.95,1
2,571,153.2,0
2,228,125.0,0
14,1370,2.47,1
2,458,139.16,0
11,1060,500.45,1
0,437,255.45,0
0,552,139.95,0
1,541,178.71,0
14,1395,599.46,1
0,129,36.35,0
0,209,290.81,0
0,366,124.85,0
1,313,31.39,0
2,155,231.1,0
2,297,242.09,0
2,468,54.48,0
8,1907,498.2,1
2,124,266.93,0
1,338,91.7,0
0,161,50.54,0
0,385,147.25,0
10,1257,554.79,1
2,603,65.78,0
11,1212,2.42,1
0,441,75.45,0
0,202,45.46,0
1,582,88.32,0
13,1180,5.24,1
3,217,273.68,0
9,818,3.56,1
2,393,254.45,0
3,279,57.49,0
11,973,455.99,1
13,901,2.83,1
0,144,145.37,0
9,836,2.3,1
11,1187,2.96,1
2,95,41.3,0
14,1589,3.61,1
14,943,593.26,1
2,474,86.36,0
0,243,249.09,0
14,1082,516.33,1
2,459,100.7,0
2,431,256.65,0
9,1904,461.34,1
0,144,249.57,0
6,1642,4.19,1
3,103,35.46,0
3,158,248.25,0
6,1454,4.75,1
3,193,213.09,0
8,1107,591.96,1
0,537,123.99,0
8,1581,1.37,1
2,343,194.29,0
3,257,237.22,0
13,1683,3.85,1
2,601,260.65,0
0,229,41.74,0
12,1193,471.31,1
13,1301,543.51,1
0,291,292.18,0
8,1183,440.6,1
0,104,116.46,0
1,480,92.43,0
1,279,290.27,0
7,1188,7.18,1
2,505,154.86,0
14,1317,559.79,1
0,503,229.8,0
3,489,175.69,0
9,1581,499.94,1
3,404,34.52,0
1,389,124.27,0
0,347,32.51,0
3,227,193.87,0
1,367,199.68,0
13,1003,445.3,1
3,507,290.13,0
0,148,40.29,0
1,487,233.02,0
0,292,258.39,0
2,241,70.36,0
0,531,159.21,0
3,302,260.82,0
7,1629,552.18,1
1,407,194.73,0
2,304,159.84,0
0,550,147.63,0
2,135,104.87,0
